"Código de Acesso","F0101","F0102","F0103","F0104","F0201","Cor0202","F0203","Cor0204","F0205","Cor0206","F0207","Cor0208","Cor0209Outro","L0210 (não likert)","F0299 - Explicação Tempo","Q0401","Q0402","Q0403","T0404","Q0405","Q0406","Q0407","T0408","Q0409","Q0410","Q0411","T0412","Q0413","Q0414","Q0415","T0498","T0499 - Explicação Tempo","P01","T01","P02","T02","P03","T03","P05","T05","P09","T09","P12","T12","P15","T15","PTempoTotal","PTempoTotalExpl","QtdComida","QtdPessoas","QtdSom","GameTempoTotal","QtdDormir","QtdHorasDormi","QtdHorasSono","Acordar","F0705","F0706","F0707","F0708","F0709","F0710","F0711","F0712","F0713","F1101","F1102","F1103","F1104","F1105","Tempo1106","F1107","Tempo1108","F1109","Tempo1110","F1111","Tempo1112","TempoTotal11","T1199Expl","Q1201","Q1202","Q1203","T1204","T1205Expl","Q1206","Q1207","Q1208","Q1209","T1210Expl","P04","P08","P10","P12","P02","P03","P07","P09","P13","T04","T08","T10","T12","T02","T03","T07","T09","T13","TempoTotal","TempoTotalExpl","Data/Hora Último","Target1","Target2","Target3"
"SHBU3RNOQF0X","4","0","0.47058823529412","1","2","552D2D","5","000000","0","FFFFFF","FFFFFF","FFFFFF","616161","2","N/A","17","1","2","47.848","13","3","1","39.948","13","0","4","36.066","43","4","7","123.862","N/A","4","0.866","4","1.433","4","11.017","4","26.382","4","3.616","3","4.134","4","5.183","52.631","N/A","2","2","3","31.782","2","3","2","5","5","5","5","5","5","5","5","5","1","4","4.1","4","1.7","4","2.3","3","3.7","4","2.8","4","1.8","16.400","N/A","1","0","24","44.898","N/A","1","0","24","75.364","N/A","5","5","5","5","5","5","5","5","5","4.284","13.482","9.25","6.733","7.8","6.883","6.366","9.383","3.066","103.68","N/A","04/09/2025 12:03:13","38.462","42.857","80.000"
"31TGZRXJBNMM","0","0","0.41176470588235","3","3","FFE894","8","9DA900","2","FF0000","18E6BE","1C312D","FF0000","6","N/A","0","2","19","6.814","2","2","12","7.75","0","0","17","1.866","2","4","48","16.430","N/A","3","8.499","2","15.816","4","8.216","4","5.833","4","14.333","3","7.683","3","16.132","76.512","N/A","2","1","3","14.75","2","3","2","5","5","5","4","5","5","5","4","5","1","4","1.766","4","1.167","3","3.383","4","2.851","3","1.75","3","5.349","16.266","N/A","1","0","24","63.281","N/A","16","0","24","167.608","N/A","5","5","5","5","5","1","5","5","5","4.217","2.734","19.966","9.116","7.667","13.7","5.4","6.883","9.617","116.994","N/A","04/09/2025 11:53:37","11.538","38.095","85.714"
"1JHDWUDSU7J5","1","1","0.41176470588235","5","0","FFFFFF","0","FFFFFF","0","FFFFFF","FFFFFF","FFFFFF","FFFFFF","0","N/A","2","3","17","19.016","2","2","12","9.983","1","0","16","9.2","5","5","45","38.199","N/A","2","10.415","1","12.934","2","4.399","2","2.649","4","2.766","1","0.884","4","17.699","51.746","N/A","3","0","0","13.35","3","4","3","1","2","1","1","1","1","1","1","1","3","1","3.6","2","4.3","0","2.2","0","2.9","0","2.8","1","3.3","19.100","N/A","1","0","24","69.964","N/A","2","0","24","208.373","N/A","1","1","1","1","1","1","1","1","1","3.601","5.716","4.084","6.666","2.949","6.216","5.884","6.834","5.617","73.364","N/A","04/09/2025 11:52:36","61.538","66.667","17.143"
"CLI9QKN1VE3F","1","1","0.58823529411765","4","3","FFFFFF","3","FFFFFF","0","FFFFFF","FFFFFF","FFFFFF","FFFFFF","5","N/A","14","27","5","54.165","9","27","5","45.081","11","25","6","41.815","34","79","16","141.061","N/A","2","10.616","2","13.233","2","8.416","3","20.366","2","12.149","4","9.217","4","8.999","82.996","N/A","2","1","1","30.116","2","1","2","3","3","2","2","3","3","5","2","3","2","1","5.8","2","6.0","2","3.1","1","5.9","2","3.5","2","3.7","28.000","N/A","1","0","24","75.863","N/A","1","0","24","122.145","N/A","5","1","5","5","1","5","5","1","5","7.449","6.43","9.932","6.799","7.383","9.782","8.933","9.216","10.417","105.178","N/A","04/09/2025 11:48:30","65.385","57.143","48.571"
"OGEWHID8VM65","3","1","0.52941176470588","2","2","FFFFFF","10","940000","1","FFFFFF","880E0E","C94040","DD0000","5","N/A","0","0","19","10.216","4","15","10","46.397","6","6","11","22.516","10","21","40","79.129","N/A","3","4.551","1","5.033","2","6.966","1","36.732","2","49.28","3","2.8","2","12.833","118.195","N/A","2","1","1","30.316","1","3","2","4","1","5","5","5","5","5","5","5","1","2","2.6","4","2.9","4","2.9","4","1.3","2","5.5","4","5.0","20.200","N/A","0","0","24","120.979","N/A","7","0","12","300.0","01","5","5","5","5","5","5","5","5","1","5.851","6.384","4.933","3.234","6.316","5.1","5.883","3.883","4.9","70.763","N/A","04/09/2025 11:43:56","0.000","0.000","80.000"
"HN387ADUJNJR","3","1","0.41176470588235","2","0","FFFFFF","3","FFFFFF","2","FFFFFF","FFFFFF","FFFFFF","FFFFFF","0","N/A","13","4","6","75.733","6","7","8","52.299","3","0","14","19.399","22","11","28","147.431","N/A","2","6.046","1","25.525","2","13.52","1","34.132","1","10.869","4","11.374","1","12.355","113.821","N/A","1","1","1","31.12","2","1","2","1","3","2","3","2","4","3","1","3","1","1","16.297","4","5.6","2","12.9","4","2.5","1","12.5","1","9.0","58.797","N/A","0","0","24","120.748","N/A","9","0","9","300.0","10","1","1","5","1","1","1","5","1","1","7.916","9.033","4.383","3.934","32.214","7.15","9.1","25.499","3.7","129.943","N/A","04/09/2025 11:34:14","53.846","71.429","74.286"
"A1YW7V7SZVB6","3","0","0.52941176470588","2","3","FFFFFF","8","FFFFFF","2","FFFFFF","FFFFFF","FFFFFF","FFFFFF","0","N/A","3","0","16","9.699","3","0","11","6.499","3","0","14","5.534","9","0","41","21.732","N/A","4","8.316","3","13.967","2","6.833","4","16.183","4","8.766","4","7.5","4","9.632","71.197","N/A","2","2","3","35.065","1","3","1","5","5","5","4","5","5","5","5","5","1","4","7.6","4","2.8","4","4.8","4","1.6","4","2.6","4","1.8","21.200","N/A","0","0","24","67.631","N/A","1","0","24","140.91","N/A","5","5","5","5","5","5","5","5","5","8.116","7.083","6.45","6.867","8.3","9.517","6.85","8.05","4.684","94.496","N/A","04/09/2025 11:31:25","0.000","4.762","100.000"
"REYZNQQCAUTW","1","1","0.41176470588235","2","2","FFFFFF","13","FFFFFF","2","FFFFFF","FFFFFF","FFFFFF","FFFFFF","0","N/A","0","3","19","20.85","3","1","11","26.648","2","1","15","17.299","5","5","45","64.797","N/A","3","17.833","3","15.749","2","16.183","3","14.416","4","165.758","3","15.599","1","15.016","260.554","N/A","1","1","0","27.583","1","3","2","4","3","5","3","2","3","2","1","4","1","3","0.3","3","0.8","2","0.5","3","1.2","2","0.8","3","0.9","4.500","N/A","0","0","24","83.046","N/A","0","0","24","148.309","N/A","5","5","1","5","5","5","5","5","1","5.966","4.517","8.464","7.817","6.816","6.016","7.233","7.834","9.782","88.912","N/A","04/09/2025 11:27:18","11.538","19.048","62.857"
"U1B5RA8G85XX","1","0","0.58823529411765","2","0","FFFFFF","5","FFFFFF","0","FFFFFF","FFFFFF","FFFFFF","FFFFFF","5","N/A","0","0","19","3.0","0","2","14","5.183","1","0","16","2.816","1","2","49","10.999","N/A","3","2.8","1","0.816","3","7.683","3","12.549","3","0.784","2","1.7","3","4.633","30.965","N/A","3","1","3","16.483","1","1","3","4","5","5","5","1","5","2","5","2","2","3","0.667","3","0.65","4","0.566","3","1.45","4","0.967","3","0.35","4.650","N/A","2","0","24","52.38","N/A","6","0","24","163.959","N/A","5","5","5","1","1","1","5","5","5","3.751","2.649","8.116","3.051","2.75","2.516","3.916","4.384","4.067","57.512","N/A","04/09/2025 11:26:58","7.692","0.000","91.429"
"EO6RSRKFS4D8","3","1","0.35294117647059","3","3","A4744E","13","5C4430","2","046198","464D51","0E1112","07202F","5","N/A","6","15","13","29.211","5","13","9","25.476","7","13","10","31.085","18","41","32","85.772","N/A","4","7.589","3","6.992","4","15.621","4","7.441","4","22.094","4","6.378","3","12.179","78.294","N/A","1","1","0","30.24","2","3","2","5","4","4","4","5","5","5","4","5","1","3","11.6","3","4.4","3","4.5","4","5.0","3","5.0","3","33.055","63.555","N/A","0","0","24","88.614","N/A","1","0","24","165.28","N/A","1","5","5","5","5","5","5","5","5","16.433","6.997","11.34","8.275","12.921","9.992","10.684","17.069","11.557","152.714","N/A","04/09/2025 11:24:23","26.923","23.810","80.000"
"N91112N897RB","3","1","0.35294117647059","1","3","FFFFFF","13","FFFFFF","0","FFFFFF","FFFFFF","F61313","ED32D5","5","N/A","2","1","17","33.587","3","0","11","13.405","3","0","14","14.826","8","1","42","61.818","N/A","2","29.339","3","11.391","4","5.31","3","5.644","3","27.005","3","12.243","4","5.207","96.139","N/A","2","1","1","24.917","2","3","2","5","4","3","5","4","5","4","5","5","1","4","17.1","3","3.5","3","6.0","4","5.7","3","4.8","3","5.4","42.500","N/A","0","0","24","92.029","N/A","1","0","24","117.219","N/A","5","5","5","5","5","5","1","5","5","4.463","6.398","6.926","7.06","6.677","8.49","11.187","6.429","7.228","90.979","N/A","04/09/2025 11:23:15","19.231","33.333","74.286"
"BAPL8OBBSJ3L","1","1","0.35294117647059","3","2","FFFFFF","10","FFFFFF","1","FFFFFF","FFFFFF","FFFFFF","FFFFFF","0","N/A","17","7","2","45.147","13","1","1","40.132","10","2","7","29.382","40","10","10","114.661","N/A","2","4.584","1","7.599","2","1.75","2","15.616","2","9.266","1","10.183","1","3.834","52.832","N/A","1","1","1","16.633","3","2","2","2","2","1","2","1","3","2","2","2","5","1","3.9","1","2.1","1","1.8","1","0.7","1","2.7","2","2.7","13.900","N/A","1","0","24","55.712","N/A","13","0","24","164.827","N/A","1","5","5","1","1","1","1","1","1","4.567","6.883","2.8","5.034","5.017","3.034","7.25","8.933","3.566","71.563","N/A","04/09/2025 11:10:59","46.154","57.143","48.571"
"3R15IUACOKW1","5","1","0.41176470588235","2","2","FFFFFF","6","FFFFFF","0","FFFFFF","FFFFFF","FFFFFF","FFFFFF","0","N/A","2","1","17","12.85","2","1","12","14.933","3","0","14","15.067","7","2","43","42.850","N/A","1","22.866","2","21.95","1","9.233","4","4.2","1","23.333","1","20.416","2","2.316","104.314","N/A","1","0","1","13.733","1","1","2","1","3","3","3","2","4","3","2","3","3","1","12.614","0","3.098","1","3.366","2","3.364","2","3.733","2","6.668","32.843","N/A","2","0","24","72.93","N/A","5","0","24","145.328","N/A","1","1","1","5","1","1","1","5","1","9.683","7.618","7.717","5.633","8.85","6.683","8.416","4.117","4.649","92.43","N/A","04/09/2025 11:03:09","76.923","38.095","8.571"
"UQKHUB89XQX3","1","1","0.41176470588235","2","0","FFFFFF","0","FFFFFF","0","FFFFFF","FFFFFF","FFFFFF","FFFFFF","0","N/A","3","0","16","14.799","1","2","13","19.149","2","1","15","7.783","6","3","44","41.731","N/A","2","15.232","1","21.565","2","9.949","4","8.201","3","14.432","3","6.782","1","12.917","89.078","N/A","2","2","1","21.316","2","1","3","3","4","2","1","1","3","2","3","2","3","1","6.216","2","5.4","1","6.715","1","1.984","1","1.867","2","2.767","24.949","N/A","0","0","24","97.629","N/A","1","0","24","173.524","N/A","1","1","1","1","1","5","1","5","1","10.134","6.85","6.451","4.867","6.416","13.932","6.682","10.866","8.083","98.162","N/A","04/09/2025 11:02:50","42.308","52.381","34.286"
"CYJR1IH0LIM7","1","1","0.41176470588235","2","0","FFFFFF","3","FFFFFF","2","FFFFFF","FFFFFF","FFFFFF","FFFFFF","5","N/A","18","0","1","84.48","9","0","5","40.715","5","0","12","0.0","32","0","18","125.195","00","3","4.299","4","32.415","4","7.75","4","14.983","4","2.0","4","1.95","4","5.666","69.063","N/A","2","1","2","28.749","2","3","2","5","5","5","5","5","5","5","5","5","1","4","3.4","4","1.3","4","2.2","4","1.4","4","2.1","4","3.0","13.400","N/A","0","0","24","55.164","N/A","0","0","24","100.145","N/A","5","5","5","5","5","5","5","5","5","4.1","3.384","4.566","4.817","2.999","5.783","3.466","8.333","4.233","66.481","N/A","04/09/2025 11:02:49","0.000","4.762","85.714"
"GAMZYV4R16Y0","1","0","0.47058823529412","3","4","FFFFFF","8","FFFFFF","2","FFFFFF","FFFFFF","FFFFFF","FFFFFF","7","N/A","8","12","11","25.799","3","0","11","15.449","3","0","14","10.75","14","12","36","51.998","N/A","2","50.681","2","9.432","1","8.9","2","2.933","1","8.75","4","4.0","4","3.3","87.996","N/A","3","1","3","33.083","3","3","2","3","2","5","2","3","4","5","3","4","1","2","6.798","2","10.147","2","9.022","2","7.282","3","9.698","2","3.199","46.146","N/A","8","0","24","77.545","N/A","10","0","24","105.212","N/A","5","1","5","1","1","5","1","5","1","3.733","6.683","9.95","5.6","6.567","8.716","6.384","3.566","11.766","82.564","N/A","04/09/2025 10:57:54","30.769","28.571","74.286"
"4O1O78EP48J2","1","1","0.47058823529412","1","2","F2C4A6","7","F0D45F","2","A01810","441D12","210F0E","070303","0","N/A","19","34","0","71.596","7","20","7","40.449","7","7","10","16.832","33","61","17","128.877","N/A","4","3.599","2","8.249","3","7.45","3","10.316","3","6.35","4","5.433","3","2.249","43.646","N/A","3","1","1","14.5","2","3","2","3","4","2","3","3","4","3","4","3","3","2","4.7","4","4.4","2","4.0","3","3.6","2","4.3","4","1.8","22.800","N/A","1","0","24","69.813","N/A","1","0","24","125.161","N/A","1","5","1","5","5","5","5","5","1","3.899","3.133","7.034","4.767","7.032","4.149","4.85","5.815","4.316","67.031","N/A","04/09/2025 10:55:36","34.615","42.857","68.571"
"O9OW1G2FZ1U8","1","1","0.35294117647059","0","2","FFFFFF","10","FFFFFF","1","FFFFFF","FFFFFF","FFFFFF","FFFFFF","5","N/A","3","0","16","19.482","5","0","9","31.349","3","3","14","23.565","11","3","39","74.396","N/A","1","12.283","2","23.699","4","2.916","2","7.75","4","1.667","4","12.116","1","5.3","65.731","N/A","0","0","1","27.332","2","2","1","1","5","5","1","1","5","1","2","5","1","0","3.8","4","3.3","1","3.6","1","2.7","4","2.7","4","3.0","19.100","N/A","5","0","24","118.445","N/A","19","0","1","300.0","12","1","5","5","5","1","5","1","1","1","8.034","4.851","14.715","7.949","5.851","14.766","16.983","12.666","11.534","123.179","N/A","04/09/2025 10:38:42","100.000","80.952","77.143"
"U64M322YH07D","1","1","0.29411764705882","3","2","F6D175","3","7E6832","1","FFFFFF","FFFFFF","000000","0C0B0A","5","N/A","11","12","8","48.781","6","12","8","52.114","6","5","11","35.282","23","29","27","136.177","N/A","2","6.449","3","24.166","3","11.549","2","24.665","1","30.566","4","10.532","2","8.567","116.494","N/A","1","1","0","34.765","1","1","2","1","1","1","2","2","3","2","2","2","3","1","9.196","2","4.512","1","3.213","2","1.248","2","8.194","2","5.946","32.309","N/A","0","0","24","74.678","N/A","3","0","24","170.925","N/A","1","5","1","1","1","5","1","5","1","6.9","9.549","10.316","9.933","13.915","10.367","9.832","13.167","7.682","114.695","N/A","04/09/2025 10:35:36","53.846","52.381","51.429"
"PU3LN62VZBVM","1","1","0.29411764705882","1","2","D3AC5E","3","88724B","1","FFFFFF","455DA3","4158CE","414ACE","0","N/A","3","0","16","14.899","0","3","14","13.366","3","0","14","10.883","6","3","44","39.148","N/A","2","7.233","3","9.833","2","7.616","2","28.849","3","8.133","4","10.999","1","9.733","82.396","N/A","2","1","1","29.832","1","4","2","3","4","2","3","3","5","3","4","4","2","2","7.065","2","3.864","2","5.33","4","22.113","2","5.277","2","9.58","53.229","N/A","1","0","24","83.563","N/A","19","0","1","300.0","10","1","5","5","1","1","1","1","5","5","5.783","9.417","5.883","6.45","7.5","8.816","6.733","11.366","4.833","95.978","N/A","04/09/2025 10:30:28","19.231","71.429","48.571"
"52QRAVQZ81SY","4","0","0.35294117647059","0","1","FFFFFF","5","FFFFFF","1","FFFFFF","FFFFFF","FFFFFF","FFFFFF","7","N/A","0","0","19","3.266","0","0","14","1.333","0","0","17","1.867","0","0","50","6.466","N/A","2","18.582","3","3.933","3","2.317","1","3.067","1","5.616","4","10.168","1","5.033","48.716","N/A","3","0","1","20.865","3","4","3","3","3","3","3","3","3","3","3","3","3","1","17.082","2","4.0","1","4.483","3","3.18","2","2.082","1","7.232","38.059","N/A","2","0","24","96.449","N/A","3","0","24","111.716","N/A","5","1","1","1","5","1","1","5","1","3.566","3.216","5.266","3.7","1.683","7.534","6.666","2.735","3.716","61.332","N/A","04/09/2025 10:25:50","","",""
"5J9SAPZNIT5R","4","0","0.47058823529412","2","4","FFFFFF","8","FFFFFF","2","FFFFFF","FFFFFF","FFFFFF","FFFFFF","5","N/A","19","34","0","61.765","1","7","13","17.531","0","0","17","2.084","20","41","30","81.380","N/A","4","3.233","3","22.449","4","22.849","3","39.515","1","21.732","4","17.833","2","17.882","145.493","N/A","2","1","3","56.012","1","3","2","4","4","5","5","4","4","2","3","4","2","2","14.7","2","21.2","3","3.0","3","12.1","2","43.1","3","7.0","101.100","N/A","0","0","24","40.665","N/A","0","0","24","104.779","N/A","5","5","5","5","5","5","1","5","5","5.334","9.983","7.815","7.317","28.399","19.415","5.533","14.466","45.165","166.759","N/A","04/09/2025 10:23:45","7.692","9.524","80.000"
"2X3I3PXD7BMX","3","0","0.35294117647059","2","3","D8995B","8","FFFFFF","2","FFFFFF","FFFFFF","FFFFFF","FFFFFF","2","N/A","6","2","13","60.748","2","1","12","8.433","0","0","17","6.982","8","3","42","76.163","N/A","3","17.765","4","18.182","4","5.467","4","17.082","1","5.95","3","8.766","3","3.75","76.962","N/A","1","1","3","42.964","2","3","2","5","4","4","4","4","4","2","4","4","1","2","6.249","3","2.283","4","11.516","3","1.983","3","3.166","2","3.583","28.780","N/A","1","0","24","67.13","N/A","5","0","24","184.124","N/A","5","5","5","5","5","5","1","5","1","3.966","5.217","10.616","6.999","5.049","5.9","8.283","9.516","4.917","82.728","N/A","04/09/2025 10:19:50","38.462","52.381","2.857"
"3MXK2K8T4HMV","1","0","0.47058823529412","2","3","FFFFFF","11","FFFFFF","2","FFFFFF","FFFFFF","FFFFFF","FFFFFF","0","N/A","2","1","17","29.342","1","2","13","25.816","1","2","16","14.166","4","5","46","69.324","N/A","4","5.999","3","21.182","2","16.183","4","11.299","3","13.466","4","8.484","2","9.665","86.278","N/A","2","1","1","25.849","1","2","2","5","4","4","4","3","5","3","4","2","1","3","7.3","3","7.8","3","4.4","3","2.6","2","1.6","3","4.6","28.300","N/A","0","0","24","57.38","N/A","1","0","24","197.724","N/A","5","5","5","5","5","5","5","5","5","6.067","21.283","8.882","9.867","6.083","8.083","6.384","14.499","5.517","108.779","N/A","04/09/2025 10:06:21","38.462","71.429","97.143"
"OGLK34F4Z6YX","3","1","0.47058823529412","2","2","FFFFFF","13","FFFFFF","1","FFFFFF","FFFFFF","FFFFFF","FFFFFF","4","N/A","3","0","16","16.833","3","0","11","7.217","3","0","14","8.499","9","0","41","32.549","N/A","3","5.799","2","4.333","2","5.55","2","49.915","2","8.783","2","15.715","3","5.217","95.312","N/A","1","1","2","22.583","3","1","3","3","2","1","2","2","5","4","2","5","3","3","11.599","2","7.749","2","6.498","4","5.533","2","6.715","4","12.266","50.360","N/A","2","0","24","77.53","N/A","4","0","24","155.543","N/A","1","1","1","5","5","1","5","5","1","4.717","7.234","5.467","3.933","11.282","5.534","3.95","7.067","4.517","76.88","N/A","04/09/2025 10:00:42","42.308","47.619","20.000"
"KNGMQB9M9XXS","3","0","0.47058823529412","2","5","5E3131","12","020000","2","FFFFFF","393737","D9D9D9","2F2F2F","5","N/A","19","0","0","66.33","14","0","0","49.064","15","0","2","32.982","48","0","2","148.376","N/A","4","27.582","4","7.4","4","23.748","3","6.051","1","8.549","4","3.8","4","11.182","88.312","N/A","2","2","2","19.067","2","3","2","5","5","4","5","5","5","5","5","5","1","4","6.4","4","1.266","4","1.633","3","1.016","3","4.283","3","4.099","18.697","N/A","0","0","24","42.534","N/A","1","0","24","99.068","N/A","5","5","5","5","5","5","5","5","5","3.633","5.7","11.083","5.65","5.75","5.567","11.816","8.25","5.716","86.632","N/A","04/09/2025 09:57:45","3.846","0.000","77.143"
"LQ228WDPUPZD","1","0","0.47058823529412","2","4","FFFFFF","8","FFFFFF","2","FFFFFF","FFFFFF","FFFFFF","FFFFFF","1","N/A","2","3","17","12.185","1","1","13","8.016","0","3","17","11.7","3","7","47","31.901","N/A","2","18.449","3","27.316","4","6.115","4","4.217","4","3.733","4","3.533","4","26.616","89.979","N/A","2","2","3","17.299","1","3","2","5","4","5","5","4","4","5","5","5","3","4","3.6","3","2.7","4","1.3","3","0.8","3","16.2","3","2.2","26.800","N/A","0","0","24","62.664","N/A","2","0","24","97.212","N/A","5","5","5","5","5","5","5","5","5","2.684","3.116","3.116","3.367","4.482","4.75","4.917","6.749","2.55","56.898","N/A","04/09/2025 09:49:33","0.000","14.286","85.714"
"Z4VATWY848LB","1","1","0.52941176470588","0","0","FFFFFF","3","FFFFFF","1","FFFFFF","FFFFFF","FFFFFF","FFFFFF","2","N/A","18","15","1","80.446","6","20","8","53.514","0","2","17","10.433","24","37","26","144.393","N/A","2","7.232","3","13.767","1","23.348","2","13.916","1","8.9","3","5.933","1","5.433","78.529","N/A","1","2","1","26.032","2","4","3","2","1","5","5","1","1","1","5","1","3","3","7.715","1","5.85","3","4.484","0","1.95","4","5.133","2","5.45","30.582","N/A","0","0","24","41.998","N/A","0","0","24","87.828","N/A","1","1","1","1","5","1","1","5","1","6.299","9.599","11.35","7.933","12.332","7.583","9.066","7.9","8.617","102.444","N/A","04/09/2025 09:47:05","61.538","90.476","82.857"
"UQZKBNNGD4IP","0","1","0.47058823529412","0","1","FFFFFF","2","FFFFFF","2","FFFFFF","FFFFFF","FFFFFF","FFFFFF","2","N/A","4","0","15","32.415","3","0","11","7.05","3","0","14","20.132","10","0","40","59.597","N/A","4","5.065","3","9.883","1","8.666","4","4.067","4","29.148","4","5.55","3","1.883","64.262","N/A","2","1","1","13.615","1","3","2","5","5","5","5","5","5","5","4","5","1","4","1.381","2","2.949","2","1.798","3","1.783","2","3.849","4","3.016","14.776","N/A","0","0","24","36.63","N/A","8","0","24","107.962","N/A","5","5","1","5","5","5","1","5","5","4.083","4.4","9.216","3.666","5.283","9.566","8.483","8.783","7.383","87.495","N/A","04/09/2025 09:46:06","53.846","61.905","80.000"
"SY13G0D0IMZG","0","0","0.52941176470588","2","3","EBA663","8","575757","2","7E63EB","4B4054","126346","63EB8F","5","N/A","10","0","9","74.063","4","0","10","52.081","4","0","13","21.299","18","0","32","147.443","N/A","1","28.648","3","12.199","2","22.466","4","27.215","4","8.467","4","4.483","2","7.583","111.061","N/A","2","0","2","20.831","1","3","2","5","5","5","5","5","5","5","5","5","5","4","0.9","4","3.4","4","4.1","4","6.2","3","3.2","3","3.7","21.500","N/A","3","0","24","81.048","N/A","2","0","24","202.992","N/A","5","5","5","5","5","5","5","5","5","6.08","5.766","11.799","6.016","9.584","10.798","10.982","10.749","6.649","103.828","N/A","03/09/2025 12:15:27","11.538","4.762","71.429"
"4GDRX9AMHQL6","1","0","0.41176470588235","2","2","CDBC25","8","FFFFFF","2","66E5D5","C39533","479E93","0FC1B4","0","N/A","10","2","9","110.451","5","0","9","0.0","0","0","17","0.0","15","2","35","110.451","01","4","25.565","-1","-1.0","-1","-1.0","-1","-1.0","-1","-1.0","-1","-1.0","-1","-1.0","19.565","02","1","1","1","20.716","2","3","2","5","5","5","5","5","5","5","5","5","2","3","8.9","4","4.0","3","9.9","4","8.3","3","5.3","3","5.1","41.500","N/A","0","0","24","37.698","N/A","0","0","24","83.629","N/A","5","5","5","5","5","5","5","5","5","15.166","7.949","13.683","7.966","15.132","8.382","10.099","8.481","10.983","127.56","N/A","03/09/2025 12:10:21","3.846","9.524","85.714"
"MJOAX41BB9R4","1","1","0.47058823529412","3","2","FFFFFF","3","FFFFFF","1","FFFFFF","FFFFFF","FFFFFF","FFFFFF","0","N/A","3","0","16","21.998","3","0","11","11.85","3","0","14","11.533","9","0","41","45.381","N/A","2","6.983","2","21.666","2","1.6","2","2.8","1","4.983","4","27.899","1","12.15","78.081","N/A","1","0","1","21.498","1","1","3","1","1","1","1","1","1","1","1","1","3","1","8.5","2","4.6","1","7.1","1","4.5","1","8.2","1","3.7","36.600","N/A","0","0","24","49.714","N/A","1","0","24","92.196","N/A","1","1","1","1","1","1","1","1","1","4.75","3.533","9.733","4.7","4.832","5.283","5.632","6.815","8.366","80.263","N/A","03/09/2025 12:10:08","84.615","80.952","25.714"
"LXHMU1RETTKU","1","0","0.41176470588235","3","3","FFFFFF","8","FFFFFF","2","FFFFFF","FFFFFF","FFFFFF","FFFFFF","2","N/A","2","2","17","29.766","1","2","13","10.45","1","2","16","6.399","4","6","46","46.615","N/A","2","22.733","4","13.333","4","4.617","2","9.983","3","6.483","3","22.832","4","8.449","88.430","N/A","1","1","1","22.4","2","3","2","5","5","4","5","5","5","4","4","5","1","2","6.914","3","0.916","4","3.228","3","2.08","3","2.949","4","1.964","18.051","N/A","2","0","24","81.364","N/A","23","0","13","300.0","00","5","5","5","5","5","5","5","5","5","4.751","4.934","10.418","7.468","7.384","6.517","7.317","9.384","4.635","86.646","N/A","03/09/2025 12:02:47","23.077","33.333","82.857"
"2UIGTV7N9MCK","1","0","0.52941176470588","4","3","FFFFFF","11","FFFFFF","2","FFFFFF","FFFFFF","FFFFFF","FFFFFF","0","N/A","18","1","1","45.142","8","0","6","27.295","16","2","1","56.899","42","3","8","129.336","N/A","2","6.473","2","12.661","1","12.008","2","10.37","2","11.406","4","10.688","1","7.643","71.249","N/A","1","1","1","57.417","1","2","1","4","3","2","2","1","5","3","1","3","2","1","2.739","2","1.7","1","2.5","0","1.1","2","2.2","2","2.2","12.439","N/A","0","0","24","44.556","N/A","0","0","24","98.812","N/A","5","1","5","1","1","1","1","5","5","8.078","6.021","35.875","8.898","10.989","8.178","5.67","13.831","9.684","134.571","N/A","03/09/2025 11:56:01","23.077","23.810","37.143"
"GRTQ2TAZ26HP","3","0","0.47058823529412","3","5","BEB0B0","14","191111","2","FFFFFF","FFFFFF","FFFFFF","FFFFFF","6","N/A","3","1","16","21.984","3","0","11","14.765","2","1","15","17.983","8","2","42","54.732","N/A","2","17.749","1","12.152","1","10.483","2","28.598","2","25.582","1","10.485","2","9.583","114.632","N/A","3","1","2","30.599","3","4","3","3","2","2","2","2","3","2","2","1","4","1","5.2","1","6.6","2","4.8","1","5.1","1","5.2","2","7.4","34.300","N/A","0","0","24","48.182","N/A","8","0","24","165.728","N/A","5","5","5","5","1","5","1","5","5","8.95","6.85","12.2","7.799","4.7","4.5","5.998","7.182","7.099","87.698","N/A","03/09/2025 11:55:54","50.000","61.905","48.571"
"2C7N79OSL5HG","3","1","0.52941176470588","1","2","FFFFFF","13","FFFFFF","1","FFFFFF","FFFFFF","FFFFFF","FFFFFF","5","N/A","4","3","15","30.332","3","0","11","9.3","3","0","14","9.332","10","3","40","48.964","N/A","2","27.098","1","21.099","3","25.949","1","14.949","3","13.449","4","12.0","3","16.883","131.427","N/A","2","2","2","27.382","2","2","2","5","1","1","1","5","5","5","1","5","1","3","10.183","4","2.55","2","6.55","3","3.465","2","6.933","3","9.715","39.396","N/A","0","0","24","64.781","N/A","1","0","24","97.911","N/A","5","5","5","1","5","5","5","5","5","12.699","6.884","12.165","7.0","10.0","7.766","22.681","8.933","19.166","133.561","N/A","03/09/2025 11:37:01","38.462","42.857","68.571"
