Código de Acesso,F0101,F0102,F0103,F0104,F0201,Cor0202,F0203,Cor0204,F0205,Cor0206,F0207,Cor0208,Cor0209Outro,L0210 (não likert),Q0401,Q0402,Q0403,T0404,Q0405,Q0406,Q0407,T0408,Q0409,Q0410,Q0411,T0412,Q0413,Q0414,Q0415,T0498,P01,T01,P02,T02,P03,T03,P05,T05,P09,T09,P12,T12,P15,T15,PTempoTotal,PTempoTotalExpl,QtdComida,QtdPessoas,QtdSom,GameTempoTotal,QtdDormir,QtdHorasDormi,QtdHorasSono,Acordar,F0705,F0706,F0707,F0708,F0709,F0710,F0711,F0712,F0713,F1101,F1102,F1103,F1104,F1105,Tempo1106,F1107,Tempo1108,F1109,Tempo1110,F1111,Tempo1112,TempoTotal11,T1199Expl,Q1201,Q1202,Q1203,T1204,T1205Expl,Q1206,Q1207,Q1208,Q1209,T1210Expl,P04,P08,P10,P12.1,P02.1,P03.1,P07,P09.1,P13,T04,T08,T10,T12.1,T02.1,T03.1,T07,T09.1,T13,TempoTotal,Data/Hora Último,Target1,Target2,Target3,cluster,Target1_Previsto,Target2_Previsto,Target3_Previsto
H67BOXKYP58U,3,1,0.35294117647059,3,2,B66B39,13,FFFFFF,1,FFFFFF,FFFFFF,FFFFFF,FFFFFF,5,17.0,1.0,2.0,95.345,11.0,0.0,3.0,0.0,0.0,0.0,17.0,0.0,28,1,22,95.345,2.0,11.882,3.0,27.549,3,21.833,2.0,28.232,3.0,26.032,4,20.582,3.0,22.749,158.859,1.0,2.0,2.0,2.0,57.613,2,2,2,4,5,3,4,4,4,4,3,4,1,2.0,13.2,1.0,5.0,1.0,3.7,2.0,1.8,2.0,2.9,2.0,3.6,30.2,0.0,0.0,0.0,24.0,55.864,0.0,0.0,0.0,24.0,142.126,5.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.349,15.316,20.232,17.917,10.8,16.449,8.131,20.55,11.233,152.409,05/09/2025 11:43:25,30.769,52.381,60.0,2,28.53194993992266,50.736832094926335,62.14463358796066
MQUVFBYLSAMY,1,0,0.35294117647059,5,7,FFFFFF,8,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,3.0,0.0,16.0,8.784,3.0,0.0,11.0,6.883,3.0,0.0,14.0,7.183,9,0,41,22.85,2.0,39.21,3.0,24.766,2,11.049,3.0,28.146,3.0,30.316,4,5.35,4.0,55.545,194.382,1.0,2.0,0.0,1.0,52.598,1,2,2,5,2,3,3,2,4,3,3,3,2,2.0,7.9,2.0,6.7,2.0,14.4,1.0,4.7,2.0,10.9,2.0,5.9,50.5,0.0,2.0,0.0,24.0,74.245,0.0,2.0,0.0,24.0,112.608,5.5,5.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,22.398,6.7,17.547,14.299,9.582,15.483,16.516,28.949,4.366,160.689,05/09/2025 11:37:33,19.231,19.048,42.857,1,21.80956442714904,22.742831868144933,42.66706509243061
9S9PVIW9GPRC,3,1,0.41176470588235,3,2,FFFFFF,3,0806F5,1,FFFFFF,0E0E11,1F1F11,E1E812,0,3.0,0.0,16.0,11.417,3.0,0.0,11.0,9.616,3.0,0.0,14.0,7.466,9,0,41,28.499,2.0,5.1,3.0,18.849,2,25.765,2.0,21.116,2.0,6.083,1,7.683,2.0,7.733,92.329,1.0,1.0,0.0,0.0,21.599,1,1,2,1,3,1,1,2,1,2,2,4,3,0.0,6.414,1.0,4.584,1.0,5.596,0.0,4.1,1.0,2.066,0.0,4.416,27.176,0.0,0.0,0.0,24.0,63.98,0.0,0.0,0.0,24.0,95.412,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.75,4.767,6.7,6.716,19.916,6.384,7.733,7.2,5.283,102.928,05/09/2025 11:29:20,73.077,85.714,54.286,1,71.32842111336244,82.05607416620582,48.95763458428759
O6GKEG2RRM3F,3,0,0.35294117647059,3,3,3E3200,5,FFFFFF,1,FFFFFF,FFFFFF,FFFFFF,FFFFFF,2,3.0,2.0,16.0,21.783,3.0,0.0,11.0,14.465,3.0,0.0,14.0,10.25,9,2,41,46.498,3.0,2.967,2.0,2.267,2,17.199,3.0,12.199,2.0,4.733,2,4.883,4.0,3.633,47.881,1.0,3.0,1.0,1.0,21.599,1,4,2,1,2,4,3,2,3,3,2,3,3,3.0,6.448,1.0,4.781,1.0,4.249,2.0,2.349,1.0,2.117,0.0,5.215,25.159,0.0,1.0,0.0,24.0,69.447,0.0,5.0,0.0,24.0,144.526,5.5,1.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,3.25,68.298,3.617,5.617,3.883,20.833,1.517,9.75,3.017,146.21,05/09/2025 11:28:42,38.462,61.905,54.286,1,40.84591218540619,63.324602962997844,51.1148860278259
UUDQQ40GWVHV,1,0,0.41176470588235,4,4,FFFFFF,11,FFFFFF,0,FFFFFF,FFFFFF,FFFFFF,FFFFFF,1,8.0,2.0,11.0,28.766,3.0,1.0,11.0,12.267,6.0,4.0,11.0,21.299,17,7,33,62.332,3.0,11.316,3.0,17.566,2,5.066,4.0,11.583,2.0,13.384,3,7.699,1.0,43.933,110.547,1.0,2.0,1.0,1.0,21.734,3,4,2,3,2,1,1,1,2,3,3,3,3,1.0,8.629,1.0,3.264,1.0,3.097,2.0,6.381,3.0,6.897,2.0,6.974,35.242,0.0,0.0,0.0,24.0,55.182,0.0,2.0,0.0,24.0,158.994,5.5,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.485,7.783,6.35,5.416,6.416,6.533,12.217,8.101,8.4,99.014,05/09/2025 11:18:28,53.846,71.429,25.714,1,53.29499921984074,69.82990605631721,29.911098039762674
7INUYE5U1SGW,3,0,0.35294117647059,1,2,FFFFFF,11,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,5,0.0,0.0,19.0,9.386,0.0,0.0,14.0,1.067,0.0,0.0,17.0,0.766,0,0,50,11.219,3.0,2.399,3.0,24.136,4,20.299,4.0,14.65,4.0,34.818,4,1.95,3.0,5.033,103.285,1.0,2.0,2.0,1.0,15.867,1,3,2,1,3,5,5,5,5,5,5,5,1,4.0,2.4,4.0,3.7,4.0,1.3,3.0,4.8,3.0,3.0,4.0,0.8,16.0,0.0,1.0,0.0,24.0,89.598,0.0,18.0,0.0,24.0,178.099,5.5,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0,4.65,7.516,6.5,5.05,11.933,8.199,8.6,13.283,5.6,101.251,05/09/2025 11:18:23,19.231,4.762,85.714,2,16.72867266866904,7.140660298338762,86.2524238744388
2KDMRCQSLCGP,1,0,0.35294117647059,2,4,FFFFFF,2,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,5,3.0,0.0,16.0,32.516,2.0,2.0,12.0,14.88,3.0,0.0,14.0,11.332,8,2,42,58.728,4.0,2.366,4.0,1.684,2,2.349,4.0,19.829,4.0,13.866,3,4.118,4.0,11.398,55.61,1.0,2.0,1.0,1.0,20.562,1,3,2,4,5,5,4,5,5,5,5,5,1,4.0,3.3,3.0,3.7,4.0,1.4,3.0,1.7,4.0,1.3,3.0,1.1,12.5,0.0,0.0,0.0,24.0,54.131,0.0,13.0,0.0,24.0,151.868,5.5,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,7.116,6.317,6.65,5.4,4.016,3.05,7.864,4.883,4.333,72.777,05/09/2025 11:09:12,0.0,0.0,68.571,2,1.4068858287764783,2.7831745790689713,71.90691979038355
I3TAO64HVFP7,3,0,0.41176470588235,4,7,FFFFFF,8,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,5,16.0,0.0,3.0,45.515,12.0,0.0,2.0,31.932,14.0,0.0,3.0,57.614,42,0,8,135.061,2.0,3.117,1.0,11.649,2,31.081,2.0,11.666,1.0,13.166,1,7.699,2.0,9.283,87.661,1.0,1.0,0.0,1.0,19.316,1,2,2,3,4,1,2,3,2,3,2,4,3,3.0,3.679,2.0,5.062,0.0,3.977,2.0,4.482,3.0,7.928,0.0,9.669,34.797,0.0,2.0,0.0,24.0,52.096,0.0,2.0,0.0,24.0,143.993,5.5,1.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,7.5,10.916,16.183,11.617,9.232,14.866,9.78,10.233,7.866,125.344,05/09/2025 11:07:15,50.0,76.19,51.429,1,49.63520120346413,74.15599705383626,52.60021579025752
49G3FWL0QVZR,1,0,0.41176470588235,4,5,FFFFFF,11,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,5,1.0,1.0,18.0,19.799,0.0,0.0,14.0,13.383,0.0,0.0,17.0,3.166,1,1,49,36.348,3.0,20.232,3.0,13.703,4,18.55,4.0,18.266,4.0,3.433,3,5.467,4.0,11.199,90.85,1.0,2.0,2.0,3.0,17.3,1,3,2,5,5,5,5,5,5,5,5,5,1,2.0,1.4,1.0,2.1,4.0,7.1,3.0,3.6,3.0,4.3,3.0,1.8,20.3,0.0,0.0,0.0,24.0,73.487,0.0,22.0,0.0,24.0,212.2,5.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.633,3.117,13.598,4.3,7.367,9.887,60.32,16.9,20.954,173.405,05/09/2025 11:05:24,11.538,19.048,57.143,2,12.974773486306033,18.51033838815137,58.03204257583387
5GICME6M6BCS,1,0,0.35294117647059,4,4,FFFFFF,8,FFFFFF,0,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,1.0,2.0,18.0,16.099,2.0,1.0,12.0,10.05,3.0,0.0,14.0,12.516,6,3,44,38.665,1.0,5.767,2.0,12.833,4,14.166,1.0,3.95,4.0,5.05,4,8.566,2.0,15.949,66.281,1.0,2.0,0.0,3.0,35.465,1,3,2,5,5,5,5,5,5,5,5,5,3,1.0,20.999,4.0,1.416,1.0,5.232,4.0,1.466,3.0,3.583,4.0,1.0,33.696,0.0,0.0,0.0,24.0,74.746,0.0,8.0,0.0,13.0,300.0,10.0,5.0,5.0,5.0,1.0,5.0,1.0,1.0,5.0,5.0,7.483,17.199,13.616,9.899,15.749,10.449,18.232,11.85,9.633,146.592,05/09/2025 11:02:08,19.231,57.143,34.286,2,20.809523878292406,51.88378935614799,39.21324722222059
NV8C3LH1XRVH,0,0,0.41176470588235,3,3,FDEFA7,8,FFFFFF,1,FFFFFF,413E2E,6A6A6A,000000,0,0.0,0.0,19.0,10.066,0.0,0.0,14.0,6.7,1.0,2.0,16.0,24.432,1,2,49,41.198,3.0,6.483,2.0,29.549,1,11.066,2.0,5.484,1.0,12.632,1,4.7,1.0,20.316,90.23,1.0,2.0,1.0,1.0,47.165,2,3,2,3,4,2,2,2,3,2,3,2,3,0.0,7.3,0.0,3.2,1.0,4.9,0.0,1.9,4.0,2.5,1.0,4.1,23.9,0.0,2.0,0.0,24.0,75.463,0.0,5.0,0.0,24.0,172.608,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.4,4.366,17.116,6.833,9.383,7.117,10.75,10.8,5.1,105.645,05/09/2025 10:59:08,46.154,61.905,34.286,1,49.18437214361241,61.34975010853179,31.954392074187176
PDXGR7370SY1,1,0,0.35294117647059,2,1,FFFFFF,2,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,2,8.0,1.0,11.0,47.68,9.0,0.0,5.0,32.915,7.0,0.0,10.0,27.099,24,1,26,107.694,4.0,2.932,4.0,5.049,4,6.267,3.0,17.733,3.0,8.1,3,11.166,3.0,12.166,63.413,1.0,2.0,1.0,1.0,17.383,2,3,2,3,4,2,5,4,3,4,4,5,2,4.0,4.831,3.0,3.266,2.0,4.05,2.0,6.164,3.0,7.963,2.0,1.382,27.656,0.0,0.0,0.0,24.0,61.447,0.0,6.0,0.0,24.0,144.66,5.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.283,4.167,4.2,5.8,6.683,6.617,6.282,8.682,7.183,85.33,05/09/2025 10:57:33,15.385,19.048,51.429,2,15.717866889005641,20.354968950339508,53.808551670324846
D9IBR3XGSVIS,3,1,0.58823529411765,2,2,FFFFFF,13,FFFFFF,1,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,3.0,0.0,16.0,19.615,3.0,0.0,11.0,9.416,3.0,0.0,14.0,16.033,9,0,41,45.064,2.0,10.716,3.0,24.358,1,8.116,1.0,6.25,3.0,18.015,1,13.983,1.0,5.109,86.547,1.0,1.0,1.0,0.0,22.855,1,1,2,4,5,5,4,5,5,3,4,5,1,2.0,4.931,2.0,14.317,1.0,4.399,3.0,3.416,2.0,2.098,2.0,2.816,31.977,0.0,0.0,0.0,24.0,70.36,0.0,2.0,0.0,24.0,133.657,5.5,5.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,5.8,1.9,5.3,8.049,2.05,5.049,10.183,12.79,12.015,83.352,05/09/2025 10:32:44,46.154,33.333,42.857,1,44.06872895645356,33.942963004831675,46.367838081208454
T4ZS9RKG8W5L,1,1,0.52941176470588,3,0,FFFFFF,0,FFFFFF,0,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,0.0,0.0,19.0,5.783,3.0,0.0,11.0,10.766,3.0,0.0,14.0,13.749,6,0,44,30.298,3.0,6.318,2.0,5.366,3,14.666,4.0,16.849,3.0,3.917,4,7.016,4.0,6.825,60.957,1.0,2.0,1.0,1.0,14.55,1,3,2,5,5,5,5,5,5,5,5,5,3,3.0,4.733,4.0,2.015,2.0,1.699,4.0,1.965,3.0,6.248,3.0,1.482,18.142,0.0,0.0,0.0,24.0,72.156,0.0,18.0,0.0,16.0,300.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.5,3.018,3.49,2.65,2.616,3.133,3.45,5.683,3.6,48.971,05/09/2025 10:27:53,11.538,9.524,57.143,2,16.086452097229564,18.13739037944031,69.51005930831849
EMJWQAWOGB78,3,1,0.58823529411765,4,3,FFFFFF,13,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,5,2.0,2.0,17.0,51.065,0.0,1.0,14.0,13.703,0.0,1.0,17.0,7.7,2,4,48,72.468,1.0,5.767,2.0,3.984,2,18.582,2.0,7.637,1.0,6.834,1,13.715,1.0,7.516,64.035,1.0,1.0,0.0,1.0,14.649,1,1,3,1,1,2,1,3,2,3,3,2,3,1.0,8.481,1.0,2.199,1.0,2.082,0.0,2.283,1.0,14.265,0.0,6.95,36.26,0.0,1.0,0.0,24.0,90.217,0.0,9.0,0.0,17.0,300.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.936,5.333,6.25,4.984,6.217,34.019,6.234,5.9,5.517,104.768,05/09/2025 10:25:10,76.923,71.429,37.143,1,75.89934707254582,71.18469896646806,39.013472788993916
14EPUKHM4VWY,3,0,0.52941176470588,3,3,FFFFFF,2,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,3.0,0.0,16.0,16.715,3.0,0.0,11.0,8.983,2.0,1.0,15.0,14.683,8,1,42,40.381,3.0,22.865,3.0,6.283,4,11.099,4.0,8.134,3.0,13.199,4,3.7,3.0,4.732,70.012,1.0,3.0,1.0,1.0,18.933,2,1,2,3,4,4,4,4,4,4,4,4,2,2.0,8.567,3.0,3.449,3.0,2.05,3.0,2.365,4.0,2.415,2.0,2.066,20.912,0.0,1.0,0.0,24.0,62.664,0.0,2.0,0.0,24.0,110.294,5.5,5.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,4.35,6.816,9.166,9.15,7.116,3.583,3.801,14.582,3.417,83.363,05/09/2025 10:23:25,19.231,28.571,85.714,2,20.814390673340757,28.662221018527287,84.81573518458298
EKZWA6AK3XBJ,3,1,0.58823529411765,3,2,FFFFFF,3,FFFFFF,1,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,3.0,0.0,16.0,17.113,3.0,0.0,11.0,8.233,3.0,0.0,14.0,7.767,9,0,41,33.113,2.0,11.15,3.0,12.683,2,12.733,2.0,12.182,1.0,7.75,1,9.466,1.0,9.033,74.997,1.0,1.0,0.0,1.0,25.149,1,1,3,3,3,1,3,1,3,3,3,1,3,1.0,6.262,2.0,8.565,1.0,5.53,2.0,8.545,2.0,6.749,1.0,1.852,37.503,0.0,0.0,0.0,24.0,70.297,0.0,1.0,0.0,24.0,139.211,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.616,6.616,10.9,10.433,4.383,8.283,18.65,8.266,9.8,105.395,05/09/2025 10:14:37,73.077,76.19,40.0,1,71.52435982395036,79.14510824287365,38.19790191020644
ZHLNSZ08EOLG,4,1,0.58823529411765,0,0,FFFFFF,0,FFFFFF,0,FFFFFF,FFFFFF,FFFFFF,FFFFFF,1,0.0,0.0,19.0,4.983,0.0,0.0,14.0,4.799,0.0,0.0,17.0,1.7,0,0,50,11.482,-1.0,-1.0,-1.0,-1.0,4,2.066,3.0,12.2,2.0,26.475,-1,-1.0,1.0,18.366,56.107,0.0,1.0,1.0,0.0,13.433,1,1,2,4,3,4,5,1,5,2,4,4,1,0.0,1.183,2.0,7.144,2.0,1.465,2.0,1.294,3.0,0.414,4.0,0.397,11.897,0.0,14.0,0.0,24.0,211.956,0.0,17.0,0.0,0.0,300.0,11.0,1.0,5.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,1.449,8.798,2.533,1.6,2.0,2.315,2.415,2.5,3.133,49.781,05/09/2025 10:10:54,23.077,19.048,51.429,1,25.262368493022468,23.561662632845987,51.46495172256715
4VAENHG4BD15,3,1,0.52941176470588,4,0,FFFFFF,6,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,4.0,5.0,15.0,27.732,5.0,6.0,9.0,21.833,4.0,6.0,13.0,20.232,13,17,37,69.797,3.0,7.366,2.0,4.116,3,12.35,4.0,1.6,2.0,29.949,4,4.866,3.0,1.617,61.864,1.0,1.0,1.0,0.0,19.066,1,1,3,1,5,5,5,5,5,5,5,5,5,4.0,5.748,4.0,3.214,4.0,4.097,0.0,3.431,4.0,2.778,4.0,1.298,20.566,0.0,0.0,0.0,24.0,69.447,0.0,2.0,0.0,24.0,140.91,5.5,1.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,1.534,1.85,3.532,1.816,3.299,2.466,2.416,3.416,5.2,49.98,05/09/2025 10:05:58,73.3,100.0,88.1,2,66.05327801132265,87.56078126929562,85.21184233593459
TL6LQ0995YLJ,0,1,0.52941176470588,5,0,FFFFFF,3,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,15.0,1.0,4.0,49.331,13.0,0.0,1.0,39.614,12.0,0.0,5.0,35.999,40,1,10,124.944,3.0,5.734,1.0,33.781,2,5.383,1.0,29.082,1.0,2.317,1,7.567,3.0,18.347,102.211,1.0,2.0,1.0,1.0,25.033,1,1,2,1,3,1,2,2,3,3,4,1,3,0.0,12.273,1.0,7.329,1.0,2.981,0.0,2.732,1.0,2.482,2.0,5.515,33.312,0.0,0.0,0.0,24.0,73.404,0.0,0.0,0.0,24.0,116.945,5.5,5.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,9.783,6.325,8.682,6.234,6.35,5.5,8.459,5.216,6.267,87.546,05/09/2025 10:01:51,61.538,57.143,25.714,1,62.14321449534921,59.68990959765592,29.648606590948198
6RUP0RTCMKVT,3,1,0.58823529411765,3,0,FFFFFF,13,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,5,1.0,0.0,18.0,10.216,0.0,1.0,14.0,13.316,0.0,1.0,17.0,8.2,1,2,49,31.732,4.0,23.832,4.0,16.717,4,3.417,2.0,7.966,4.0,2.35,4,3.483,4.0,52.347,110.112,1.0,2.0,1.0,2.0,17.982,2,3,2,5,5,5,5,5,5,5,5,5,1,4.0,2.416,4.0,2.083,3.0,2.148,3.0,1.3,3.0,2.683,2.0,0.698,11.328,0.0,0.0,0.0,24.0,121.977,0.0,13.0,0.0,8.0,300.0,0.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,9.383,4.399,6.8,7.183,7.583,5.883,3.949,4.25,7.65,80.679,05/09/2025 09:55:47,3.846,19.048,94.286,2,4.7305869743656785,14.804490254406673,92.01733186865206
5L03MHHBWFNX,3,0,0.41176470588235,2,5,D18831,8,FFFFFF,2,CD0000,4A0000,EEECE9,0C0B0A,5,19.0,34.0,0.0,58.58,14.0,39.0,0.0,43.065,17.0,35.0,0.0,39.948,50,108,0,141.593,4.0,100.478,3.0,11.981,4,11.633,4.0,64.58,3.0,4.1,4,3.433,3.0,6.883,203.088,1.0,2.0,1.0,3.0,29.083,2,3,2,5,5,5,5,5,5,5,5,5,1,1.0,3.8,4.0,2.4,4.0,1.8,3.0,5.4,4.0,1.9,3.0,5.8,21.1,0.0,0.0,0.0,24.0,59.697,0.0,6.0,0.0,24.0,141.744,5.5,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,4.649,5.233,6.182,6.299,9.483,7.367,5.184,6.583,5.583,85.98,04/09/2025 12:13:03,11.538,9.524,85.714,0,9.08825111364589,9.09942321463295,87.18188612857747
SHBU3RNOQF0X,4,0,0.47058823529412,1,2,552D2D,5,000000,0,FFFFFF,FFFFFF,FFFFFF,616161,2,17.0,1.0,2.0,47.848,13.0,3.0,1.0,39.948,13.0,0.0,4.0,36.066,43,4,7,123.862,4.0,0.866,4.0,1.433,4,11.017,4.0,26.382,4.0,3.616,3,4.134,4.0,5.183,52.631,1.0,2.0,2.0,3.0,31.782,2,3,2,5,5,5,5,5,5,5,5,5,1,4.0,4.1,4.0,1.7,4.0,2.3,3.0,3.7,4.0,2.8,4.0,1.8,16.4,0.0,1.0,0.0,24.0,44.898,0.0,1.0,0.0,24.0,75.364,5.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.284,13.482,9.25,6.733,7.8,6.883,6.366,9.383,3.066,103.68,04/09/2025 12:03:13,38.462,42.857,80.0,0,30.216911974596286,33.299407206648546,82.35627897021855
31TGZRXJBNMM,0,0,0.41176470588235,3,3,FFE894,8,9DA900,2,FF0000,18E6BE,1C312D,FF0000,6,0.0,2.0,19.0,6.814,2.0,2.0,12.0,7.75,0.0,0.0,17.0,1.866,2,4,48,16.43,3.0,8.499,2.0,15.816,4,8.216,4.0,5.833,4.0,14.333,3,7.683,3.0,16.132,76.512,1.0,2.0,1.0,3.0,14.75,2,3,2,5,5,5,4,5,5,5,4,5,1,4.0,1.766,4.0,1.167,3.0,3.383,4.0,2.851,3.0,1.75,3.0,5.349,16.266,0.0,1.0,0.0,24.0,63.281,0.0,16.0,0.0,24.0,167.608,5.5,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,4.217,2.734,19.966,9.116,7.667,13.7,5.4,6.883,9.617,116.994,04/09/2025 11:53:37,11.538,38.095,85.714,2,13.021738108743717,37.337471865962456,83.20408735376847
1JHDWUDSU7J5,1,1,0.41176470588235,5,0,FFFFFF,0,FFFFFF,0,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,2.0,3.0,17.0,19.016,2.0,2.0,12.0,9.983,1.0,0.0,16.0,9.2,5,5,45,38.199,2.0,10.415,1.0,12.934,2,4.399,2.0,2.649,4.0,2.766,1,0.884,4.0,17.699,51.746,1.0,3.0,0.0,0.0,13.35,3,4,3,1,2,1,1,1,1,1,1,1,3,1.0,3.6,2.0,4.3,0.0,2.2,0.0,2.9,0.0,2.8,1.0,3.3,19.1,0.0,1.0,0.0,24.0,69.964,0.0,2.0,0.0,24.0,208.373,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.601,5.716,4.084,6.666,2.949,6.216,5.884,6.834,5.617,73.364,04/09/2025 11:52:36,61.538,66.667,17.143,1,62.58206948905291,67.65690953566576,21.731168128410417
CLI9QKN1VE3F,1,1,0.58823529411765,4,3,FFFFFF,3,FFFFFF,0,FFFFFF,FFFFFF,FFFFFF,FFFFFF,5,14.0,27.0,5.0,54.165,9.0,27.0,5.0,45.081,11.0,25.0,6.0,41.815,34,79,16,141.061,2.0,10.616,2.0,13.233,2,8.416,3.0,20.366,2.0,12.149,4,9.217,4.0,8.999,82.996,1.0,2.0,1.0,1.0,30.116,2,1,2,3,3,2,2,3,3,5,2,3,2,1.0,5.8,2.0,6.0,2.0,3.1,1.0,5.9,2.0,3.5,2.0,3.7,28.0,0.0,1.0,0.0,24.0,75.863,0.0,1.0,0.0,24.0,122.145,5.5,5.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,5.0,7.449,6.43,9.932,6.799,7.383,9.782,8.933,9.216,10.417,105.178,04/09/2025 11:48:30,65.385,57.143,48.571,0,62.533878579772136,55.99781181029426,50.93837772974306
OGEWHID8VM65,3,1,0.52941176470588,2,2,FFFFFF,10,940000,1,FFFFFF,880E0E,C94040,DD0000,5,0.0,0.0,19.0,10.216,4.0,15.0,10.0,46.397,6.0,6.0,11.0,22.516,10,21,40,79.129,3.0,4.551,1.0,5.033,2,6.966,1.0,36.732,2.0,49.28,3,2.8,2.0,12.833,118.195,1.0,2.0,1.0,1.0,30.316,1,3,2,4,1,5,5,5,5,5,5,5,1,2.0,2.6,4.0,2.9,4.0,2.9,4.0,1.3,2.0,5.5,4.0,5.0,20.2,0.0,0.0,0.0,24.0,120.979,0.0,7.0,0.0,12.0,300.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.851,6.384,4.933,3.234,6.316,5.1,5.883,3.883,4.9,70.763,04/09/2025 11:43:56,0.0,0.0,80.0,2,4.000648992325373,4.348376720696088,82.84852207758297
HN387ADUJNJR,3,1,0.41176470588235,2,0,FFFFFF,3,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,13.0,4.0,6.0,75.733,6.0,7.0,8.0,52.299,3.0,0.0,14.0,19.399,22,11,28,147.431,2.0,6.046,1.0,25.525,2,13.52,1.0,34.132,1.0,10.869,4,11.374,1.0,12.355,113.821,1.0,1.0,1.0,1.0,31.12,2,1,2,1,3,2,3,2,4,3,1,3,1,1.0,16.297,4.0,5.6,2.0,12.9,4.0,2.5,1.0,12.5,1.0,9.0,58.797,0.0,0.0,0.0,24.0,120.748,0.0,9.0,0.0,9.0,300.0,10.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,7.916,9.033,4.383,3.934,32.214,7.15,9.1,25.499,3.7,129.943,04/09/2025 11:34:14,53.846,71.429,74.286,1,55.48639876805548,72.05257893449527,66.86899889690655
A1YW7V7SZVB6,3,0,0.52941176470588,2,3,FFFFFF,8,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,3.0,0.0,16.0,9.699,3.0,0.0,11.0,6.499,3.0,0.0,14.0,5.534,9,0,41,21.732,4.0,8.316,3.0,13.967,2,6.833,4.0,16.183,4.0,8.766,4,7.5,4.0,9.632,71.197,1.0,2.0,2.0,3.0,35.065,1,3,1,5,5,5,4,5,5,5,5,5,1,4.0,7.6,4.0,2.8,4.0,4.8,4.0,1.6,4.0,2.6,4.0,1.8,21.2,0.0,0.0,0.0,24.0,67.631,0.0,1.0,0.0,24.0,140.91,5.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.116,7.083,6.45,6.867,8.3,9.517,6.85,8.05,4.684,94.496,04/09/2025 11:31:25,0.0,4.762,100.0,2,0.717530090676646,5.259131083983538,95.89996589041097
