Código de Acesso,F0101,F0102,F0103,F0104,F0201,Cor0202,F0203,Cor0204,F0205,Cor0206,F0207,Cor0208,Cor0209Outro,L0210 (não likert),Q0401,Q0402,Q0403,T0404,Q0405,Q0406,Q0407,T0408,Q0409,Q0410,Q0411,T0412,Q0413,Q0414,Q0415,T0498,P01,T01,P02,T02,P03,T03,P05,T05,P09,T09,P12,T12,P15,T15,PTempoTotal,PTempoTotalExpl,QtdComida,QtdPessoas,QtdSom,GameTempoTotal,QtdDormir,QtdHorasDormi,QtdHorasSono,Acordar,F0705,F0706,F0707,F0708,F0709,F0710,F0711,F0712,F0713,F1101,F1102,F1103,F1104,F1105,Tempo1106,F1107,Tempo1108,F1109,Tempo1110,F1111,Tempo1112,TempoTotal11,T1199Expl,Q1201,Q1202,Q1203,T1204,T1205Expl,Q1206,Q1207,Q1208,Q1209,T1210Expl,P04,P08,P10,P12.1,P02.1,P03.1,P07,P09.1,P13,T04,T08,T10,T12.1,T02.1,T03.1,T07,T09.1,T13,TempoTotal,Data/Hora Último,Target1,Target2,Target3,cluster,Target1_Previsto,Target2_Previsto,Target3_Previsto
2YH0X7SKNSAD,3,0,0.58823529411765,1,2,FFFFFF,2,FFFFFF,1,FFFFFF,000000,7F7F7F,5678CD,0,18.0,8.0,1.0,92.162,12.0,5.0,2.0,0.0,0.0,0.0,17.0,0.0,30,13,20,92.162,2.0,6.833,2.0,4.417,2,5.05,4.0,9.449,1.0,6.083,4,10.316,3.0,73.697,115.845,1.0,1.0,0.0,1.0,18.065,3,1,2,2,3,2,3,2,4,4,2,2,4,1.0,6.883,2.0,2.763,1.0,4.8,2.0,5.467,2.0,2.046,1.0,3.399,25.358,0.0,0.0,0.0,24.0,51.331,0.0,0.0,0.0,24.0,81.596,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,6.982,7.916,8.768,11.532,10.3,8.084,7.666,5.25,6.216,94.229,26/08/2025 14:10:36,42.308,57.143,25.714,1,43.69627933858858,57.47734142607245,28.714126990792323
MB3FOZS3ZDH1,3,0,0.41176470588235,4,3,F6D592,7,594C32,2,FFFFFF,FFFFFF,FFFFFF,070704,0,18.0,1.0,1.0,66.514,11.0,0.0,3.0,49.347,11.0,0.0,6.0,0.0,40,1,10,115.861,3.0,1.45,4.0,17.149,3,16.082,2.0,4.051,3.0,11.099,3,9.517,2.0,4.445,63.793,1.0,2.0,1.0,0.0,31.032,1,3,2,4,3,4,3,4,4,4,2,2,1,1.0,7.383,2.0,4.188,2.0,10.7,3.0,2.143,2.0,2.254,2.0,5.699,32.367,0.0,1.0,0.0,24.0,54.631,0.0,5.0,0.0,24.0,116.295,5.5,5.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,5.067,3.65,7.15,4.283,5.017,7.982,5.833,6.115,7.967,73.217,26/08/2025 12:16:10,23.077,33.333,60.0,0,21.975243986010202,30.536857275327424,57.81184150254362
8B9WZQSMYUFX,3,0,0.47058823529412,2,2,FFFFFF,9,FFFFFF,1,FFFFFF,FFFFFF,FFFFFF,FFFFFF,5,4.0,0.0,15.0,26.631,0.0,3.0,14.0,20.566,3.0,0.0,14.0,14.433,7,3,43,61.63,2.0,34.381,1.0,24.682,3,10.083,2.0,18.516,3.0,8.45,4,11.548,3.0,14.417,122.077,1.0,2.0,1.0,1.0,31.982,1,2,2,5,5,5,5,1,2,3,5,5,5,1.0,9.114,0.0,3.632,2.0,2.198,0.0,1.332,1.0,7.032,3.0,7.596,30.904,0.0,4.0,0.0,24.0,84.496,0.0,2.0,0.0,24.0,120.277,5.5,5.0,1.0,5.0,1.0,1.0,5.0,1.0,5.0,1.0,5.333,8.149,9.4,13.382,10.4,14.466,14.383,9.432,12.517,125.111,26/08/2025 12:03:50,53.846,61.905,45.714,1,52.96506239322999,64.30399492404938,44.83432748671978
NO8JX88TRODG,3,0,0.47058823529412,3,2,FFFFFF,2,FFFFFF,1,FFFFFF,FFFFFF,FFFFFF,FFFFFF,2,3.0,1.0,16.0,29.765,3.0,0.0,11.0,14.166,3.0,0.0,14.0,10.4,9,1,41,54.331,2.0,19.049,1.0,13.415,2,9.716,2.0,7.1,3.0,8.116,3,3.967,2.0,37.549,98.912,1.0,1.0,1.0,1.0,24.816,1,2,3,2,2,1,3,3,3,2,3,1,5,1.0,4.376,1.0,2.445,1.0,0.732,1.0,1.915,1.0,2.016,1.0,1.165,12.649,0.0,2.0,0.0,24.0,71.247,0.0,1.0,0.0,24.0,120.478,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,7.549,11.183,4.75,5.733,5.499,6.833,4.433,6.867,6.317,82.113,26/08/2025 12:03:39,53.846,42.857,48.571,1,55.41495197003446,47.39622254105443,46.50324228635547
FR8LYMFEAWS2,4,0,0.70588235294118,3,3,FFFFFF,4,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,3.0,0.0,16.0,20.799,3.0,0.0,11.0,6.766,3.0,0.0,14.0,6.85,9,0,41,34.415,3.0,10.783,3.0,1.701,4,9.116,1.0,11.449,1.0,11.399,4,6.249,2.0,8.617,59.314,1.0,2.0,1.0,2.0,27.581,1,2,2,3,2,3,2,2,2,2,3,3,2,2.0,3.8,2.0,4.1,2.0,4.0,2.0,5.5,1.0,2.4,2.0,3.1,22.9,0.0,1.0,0.0,24.0,50.981,0.0,5.0,0.0,24.0,76.847,5.5,5.0,1.0,5.0,1.0,5.0,1.0,1.0,5.0,1.0,7.366,6.783,6.017,6.683,13.95,9.883,6.349,6.317,5.199,90.164,26/08/2025 11:58:46,15.385,42.857,37.143,1,19.128435225193822,42.568573204507864,37.90701864393446
VADVPB0AT3PN,3,0,0.58823529411765,1,2,C37F52,6,311A0B,2,FD007A,6E4222,E880A3,D57696,2,17.0,27.0,2.0,84.73,6.0,23.0,8.0,51.281,6.0,13.0,11.0,0.0,29,63,21,136.011,4.0,1.549,3.0,18.566,2,13.066,3.0,14.116,3.0,4.917,4,8.433,4.0,7.266,67.913,1.0,1.0,1.0,1.0,26.882,1,3,2,5,5,5,5,5,5,5,5,1,1,3.0,8.7,4.0,5.4,3.0,4.4,3.0,11.6,3.0,3.3,3.0,3.7,37.1,0.0,0.0,0.0,24.0,58.881,0.0,5.0,0.0,24.0,115.594,5.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.751,4.716,10.666,12.548,9.867,11.433,8.867,7.5,10.431,106.412,26/08/2025 11:52:00,19.231,42.857,82.857,0,19.6592190302919,42.059540774981684,84.77699573515203
TNH37BEZASOJ,4,3,0.70588235294118,2,3,FFFFFF,2,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,5,14.0,11.0,5.0,107.297,5.0,11.0,9.0,0.0,0.0,0.0,17.0,0.0,19,22,31,107.297,2.0,14.896,1.0,17.212,3,45.935,2.0,8.329,1.0,27.643,4,103.562,3.0,17.274,234.851,1.0,3.0,1.0,2.0,35.153,2,2,2,5,2,4,5,2,2,1,1,1,1,1.0,6.941,0.0,7.288,4.0,6.286,1.0,9.14,1.0,6.553,1.0,8.005,44.213,0.0,3.0,0.0,24.0,70.959,0.0,7.0,0.0,24.0,153.891,5.5,5.0,1.0,1.0,1.0,5.0,5.0,1.0,5.0,1.0,17.363,8.882,9.433,9.966,16.662,12.465,7.864,20.98,19.631,149.584,26/08/2025 11:50:52,61.538,85.714,31.429,1,56.32568107047812,85.67951130295317,37.37033499384329
7CJPD6ATH0TS,1,0,0.58823529411765,1,2,F19D5F,2,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,5,6.0,6.0,13.0,45.297,0.0,9.0,14.0,37.771,3.0,6.0,14.0,29.825,9,21,41,112.893,4.0,18.531,3.0,18.018,1,10.73,4.0,14.737,4.0,7.449,4,8.045,4.0,17.726,95.236,1.0,2.0,2.0,1.0,27.569,2,3,2,5,5,5,5,5,5,5,5,5,3,4.0,3.896,4.0,2.598,2.0,3.299,4.0,1.297,3.0,2.495,4.0,2.199,15.784,0.0,0.0,0.0,24.0,91.885,0.0,22.0,0.0,10.0,300.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,10.448,7.831,8.517,6.585,5.847,10.263,8.564,9.349,10.148,106.528,26/08/2025 11:35:04,23.077,47.619,85.714,2,23.7015806077464,48.907769539816215,83.59803736949885
RL1BDEAQUD25,1,0,0.64705882352941,3,2,FFFFFF,9,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,1,2.0,0.0,17.0,12.316,3.0,0.0,11.0,14.099,3.0,0.0,14.0,9.666,8,0,42,36.081,4.0,1.967,3.0,6.549,4,6.366,4.0,10.266,3.0,5.0,3,9.283,4.0,7.649,47.08,1.0,2.0,2.0,1.0,12.084,2,3,2,5,5,5,5,4,4,5,4,4,1,2.0,11.612,2.0,6.016,2.0,5.532,3.0,5.125,2.0,2.233,3.0,2.829,33.347,0.0,0.0,0.0,24.0,46.432,0.0,2.0,0.0,24.0,93.995,5.5,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,3.451,5.8,5.517,12.267,4.25,9.1,3.7,5.083,6.667,81.196,26/08/2025 11:32:52,11.538,52.381,57.143,2,14.630253511895452,51.99505787453889,55.81140183795168
YQMIUAXNY70S,1,0,0.58823529411765,3,4,F3D080,2,704B26,2,FF0808,6C431B,3B3B3B,C9C1B5,0,1.0,0.0,18.0,9.449,3.0,0.0,11.0,10.268,3.0,0.0,14.0,21.281,7,0,43,40.998,3.0,17.381,3.0,7.583,4,5.133,3.0,22.415,3.0,8.084,4,7.183,3.0,4.799,72.578,1.0,2.0,1.0,2.0,33.531,1,3,2,5,4,3,3,4,5,5,4,5,1,2.0,19.914,4.0,6.674,3.0,5.383,4.0,6.373,3.0,4.798,4.0,2.207,45.349,0.0,0.0,0.0,24.0,61.029,0.0,1.0,0.0,24.0,104.446,5.5,5.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,5.0,4.949,4.883,6.766,11.95,11.132,5.367,11.5,6.782,4.834,96.179,26/08/2025 11:31:24,26.923,42.857,77.143,2,22.65435091338165,40.91439259180159,73.99495451764562
7J5ZV0VHHTOH,3,0,0.64705882352941,1,3,FFFFFF,9,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,5,5.0,2.0,14.0,44.73,3.0,0.0,11.0,11.4,3.0,0.0,14.0,10.149,11,2,39,66.279,2.0,25.615,2.0,6.566,2,8.516,2.0,5.751,1.0,7.766,4,6.816,1.0,10.333,71.363,1.0,3.0,0.0,1.0,20.432,3,2,3,2,3,1,1,1,5,1,2,1,1,0.0,4.1,2.0,3.3,1.0,2.1,2.0,3.0,1.0,5.0,2.0,2.5,20.0,0.0,2.0,0.0,24.0,64.63,0.0,2.0,0.0,24.0,88.129,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.8,6.733,5.199,4.4,6.5,4.766,4.734,4.9,4.783,71.863,26/08/2025 11:24:50,92.308,90.476,31.429,1,87.06162018576185,85.79646134703583,32.95943249944803
A8D5A1N5AY1P,3,1,0.64705882352941,3,0,746F7F,0,1C0808,0,FFFFFF,FFFFFF,FFFFFF,6E5B9C,0,4.0,0.0,15.0,44.5,3.0,0.0,11.0,18.399,3.0,0.0,14.0,34.816,10,0,40,97.715,2.0,7.848,2.0,64.149,2,13.916,2.0,16.049,3.0,25.552,4,4.466,2.0,60.732,192.712,1.0,2.0,0.0,0.0,21.985,1,2,3,1,5,1,1,2,5,2,1,3,3,0.0,4.9,1.0,1.9,1.0,3.6,1.0,2.1,1.0,1.4,2.0,6.4,20.3,0.0,3.0,0.0,24.0,238.777,0.0,9.0,0.0,0.0,300.0,11.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,9.319,7.4,15.585,11.982,10.451,9.749,38.482,8.817,8.584,150.047,26/08/2025 11:09:32,88.462,90.476,17.143,1,86.87039923577902,86.02262821724844,18.817705529484485
N12D7LBZ88EE,3,0,0.64705882352941,2,3,FFE4A1,8,E3A200,2,A80003,643400,B513F6,B500FF,0,16.0,5.0,3.0,51.747,14.0,1.0,0.0,53.964,12.0,0.0,5.0,0.0,42,6,8,105.711,3.0,9.217,1.0,7.983,2,7.049,1.0,16.583,2.0,5.883,4,5.483,3.0,25.416,77.614,1.0,2.0,0.0,1.0,18.749,1,3,2,3,4,4,2,3,4,3,1,2,2,1.0,7.414,1.0,5.247,2.0,7.262,2.0,2.799,2.0,9.71,2.0,12.13,44.562,0.0,0.0,0.0,24.0,32.048,0.0,4.0,0.0,24.0,85.28,5.5,5.0,1.0,1.0,1.0,5.0,1.0,5.0,5.0,1.0,5.666,3.716,7.233,4.6,10.55,6.017,8.3,10.467,3.482,82.813,26/08/2025 11:03:36,42.308,61.905,34.286,0,39.78282419422695,62.93586330711476,34.060245349073135
Y3A9ROJCUNRR,1,0,0.64705882352941,2,1,FFFFFF,9,FFFFFF,0,FFFFFF,FFFFFF,FFFFFF,FFFFFF,5,2.0,1.0,17.0,54.764,3.0,0.0,11.0,22.222,3.0,0.0,14.0,13.693,8,1,42,90.679,2.0,17.393,1.0,20.294,4,1.3,2.0,15.144,1.0,14.4,4,6.641,1.0,24.642,99.814,1.0,1.0,1.0,1.0,21.746,1,1,1,3,3,3,1,2,4,2,3,2,3,3.0,30.217,2.0,17.259,1.0,13.975,2.0,6.186,1.0,5.823,2.0,9.34,82.8,0.0,0.0,0.0,24.0,66.509,0.0,3.0,0.0,24.0,124.122,5.5,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,8.796,7.866,12.529,5.783,5.935,14.132,8.363,13.329,6.882,115.181,26/08/2025 11:00:52,73.077,66.667,51.429,1,70.4013043729357,62.6195599494798,47.408181202288866
UAVRQMGPWBQN,1,0,0.52941176470588,2,3,FFFFFF,1,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,3.0,0.0,16.0,9.152,3.0,0.0,11.0,7.129,3.0,0.0,14.0,5.915,9,0,41,22.196,2.0,5.149,1.0,7.245,2,7.365,1.0,14.593,1.0,7.495,1,4.567,2.0,12.328,58.742,1.0,1.0,0.0,1.0,21.543,3,1,3,2,3,2,2,1,3,2,2,1,4,1.0,3.588,2.0,1.895,1.0,4.671,0.0,6.527,1.0,2.41,2.0,3.721,22.812,0.0,1.0,0.0,24.0,52.35,0.0,2.0,0.0,24.0,79.422,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,4.849,10.577,7.698,5.267,16.494,7.065,17.726,8.461,11.631,117.093,26/08/2025 10:24:13,73.077,85.714,0.0,1,66.55347747438907,83.17300255131734,4.968917968741713
2YEMWUQKUXN1,1,0,0.52941176470588,1,3,FFFFFF,7,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,19.0,2.0,0.0,62.484,14.0,0.0,0.0,45.368,16.0,0.0,1.0,35.098,49,2,1,142.95,3.0,4.349,3.0,15.033,4,8.497,4.0,9.15,4.0,8.886,4,4.784,3.0,2.599,53.298,1.0,1.0,1.0,2.0,22.886,1,3,2,5,3,4,5,4,5,5,4,2,1,3.0,8.7,3.0,2.4,2.0,3.2,2.0,3.0,2.0,2.1,2.0,3.4,22.8,0.0,0.0,0.0,24.0,43.848,0.0,17.0,0.0,24.0,140.068,5.5,5.0,5.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,4.786,4.633,12.132,6.433,8.366,10.633,6.3,5.4,7.784,88.348,26/08/2025 10:20:48,15.385,9.524,45.714,0,15.965382360758891,12.933897507109297,48.420058411721904
N0BI37SH5I7Z,0,0,0.58823529411765,4,0,FFFFFF,8,CFFFE2,2,5F7568,FFFFFF,FFFFFF,FFFFFF,0,3.0,0.0,16.0,18.48,3.0,0.0,11.0,7.034,3.0,0.0,14.0,6.249,9,0,41,31.763,1.0,321.13,3.0,0.0,16.216,9.116,0.0,10.433,3.0,0.0,349.061,7.917,0.0,356.027,687.59,1.0,2.0,1.0,2.0,18.499,2,3,3,1,1,5,4,3,5,5,4,4,3,2.0,21.648,4.0,3.716,4.0,1.048,4.0,4.15,0.0,3.283,3.0,7.616,41.461,0.0,4.0,0.0,24.0,62.096,0.0,14.0,0.0,24.0,132.661,5.5,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,3.499,7.283,14.033,8.566,7.3,5.982,4.216,3.016,3.066,76.428,20/08/2025 15:39:59,76.923,57.143,74.286,1,69.06679549987817,56.75537277068873,72.32774440807019
9BWU6DXHKP1G,0,0,0.64705882352941,4,0,FFFFFF,0,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,16.0,2.0,-20.0,119.629,4.0,0.0,-1.0,21.347,0.0,2.0,15.0,0.0,20,4,-6,140.976,3.0,6.696,1.0,12.191,1,6.921,1.0,16.341,4.0,42.698,4,33.237,3.0,44.791,162.875,1.0,1.0,0.0,1.0,24.833,1,1,3,5,2,4,3,2,3,3,2,1,3,2.0,10.967,2.0,12.82,2.0,6.566,2.0,7.899,2.0,4.617,2.0,6.45,49.319,0.0,0.0,0.0,24.0,36.448,0.0,2.0,0.0,24.0,103.629,5.5,1.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,11.35,21.782,21.483,24.699,8.449,5.983,7.733,10.633,6.95,144.426,20/08/2025 15:29:29,26.923,66.667,62.857,1,30.115926461833848,62.67333504389461,56.46860345028185
A9C1MM241X6I,0,0,0.58823529411765,4,2,FFFFFF,2,FFFFFF,1,FFFFFF,FFFFFF,FFFFFF,FFFFFF,5,18.0,0.0,-84.0,77.195,13.0,0.0,-62.0,44.365,16.0,0.0,-56.0,0.0,47,0,-202,121.56,2.0,6.462,4.0,15.363,1,11.457,2.0,8.019,1.0,6.677,4,5.934,2.0,5.528,59.44,1.0,2.0,1.0,1.0,18.498,2,2,2,2,3,2,3,3,4,3,4,3,2,0.0,5.697,2.0,4.997,2.0,3.398,4.0,5.598,1.0,3.5,4.0,8.296,31.486,0.0,0.0,0.0,24.0,53.813,0.0,0.0,0.0,24.0,103.978,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.917,16.866,5.149,7.716,7.566,6.95,4.882,5.05,6.15,89.079,20/08/2025 15:02:23,46.154,66.667,65.714,0,48.42635254848587,65.93165845820045,64.05375964580914
I5H42OWBPQMQ,0,0,0.64705882352941,4,0,FFFFFF,9,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,0.0,0.0,-99.0,5.733,0.0,0.0,-60.0,2.833,0.0,0.0,-7.0,2.0,0,0,-166,10.566,3.0,-1.0,3.0,12.672,4,9.116,3.0,-1.0,3.0,8.834499999999998,4,7.917,3.0,-1.0,0.0,1.0,1.0,0.0,0.0,18.466,3,1,3,1,1,1,1,1,1,1,1,2,3,0.0,4.018,1.0,5.999,0.0,4.299,0.0,1.416,0.0,1.367,1.0,2.899,19.998,0.0,1.0,0.0,24.0,166.426,0.0,2.0,0.0,20.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.9,9.716,7.616,5.349,7.983,6.768,7.599,27.766,5.55,110.93,20/08/2025 14:59:37,65.385,90.476,14.286,1,64.68954498946918,86.53111763244337,21.133870722870746
TODGGBCSSO18,0,0,0.52941176470588,4,2,FFFFFF,9,FFFFFF,1,FFFFFF,FFFFFF,FFFFFF,FFFFFF,5,1.0,2.0,-43.0,28.982,3.0,0.0,-19.0,18.198,3.0,0.0,6.0,9.434,7,2,-56,56.614,4.0,5.785,4.0,13.047,3,17.517,3.0,20.384,4.0,5.234,4,6.5,4.0,5.968,74.435,1.0,2.0,1.0,1.0,29.699,1,1,2,5,5,2,5,3,4,5,3,5,1,4.0,8.692,4.0,4.6,2.0,11.197,2.0,8.795,4.0,4.497,2.0,5.2,42.981,0.0,0.0,0.0,24.0,80.48,0.0,0.0,0.0,24.0,156.825,5.5,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,6.815,6.851,8.183,11.833,8.315,7.482,10.832,5.551,14.549,106.462,20/08/2025 14:43:43,19.231,71.429,82.857,2,18.464009730407486,66.08286984093874,81.05406608275486
OXNTEGA7MERH,0,0,0.58823529411765,4,2,FFFFFF,2,FFFFFF,1,FFFFFF,FFFFFF,FFFFFF,FFFFFF,2,0.0,4.0,12.0,32.45,3.0,0.0,8.0,11.116,2.0,1.0,11.0,12.999,5,5,31,56.565,4.0,1.534,3.0,7.755,4,4.345,3.0,5.442,4.0,3.098,4,12.577,3.0,7.682,42.433,1.0,2.0,1.0,2.0,25.749,3,3,2,5,5,5,4,5,5,5,5,5,1,4.0,3.916,4.0,8.023,4.0,5.182,4.0,59.963,4.0,3.021,4.0,2.669,82.774,0.0,0.0,0.0,24.0,67.547,0.0,9.0,0.0,17.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.483,5.567,11.033,13.083,4.017,10.15,13.1,8.816,17.2,114.611,20/08/2025 14:37:40,30.769,38.095,80.0,2,29.928685335058788,41.36626031742581,79.25142147575116
OPAO055768NW,0,0,0.52941176470588,4,6,FFFFFF,0,623300,2,C980FF,818181,000000,EBCFFF,0,16.0,1.0,-99.0,48.214,13.0,3.0,-60.0,51.931,10.0,1.0,-7.0,25.282,39,5,-166,125.427,2.0,6.449,2.0,9.354,3,7.0,2.0,8.383,2.0,13.916,3,3.299,4.0,9.351,57.752,1.0,2.0,0.0,1.0,16.383,1,3,2,5,3,2,3,4,3,3,1,4,1,1.0,7.433,3.0,4.116,2.0,2.965,3.0,6.599,2.0,4.399,2.0,9.214,34.726,0.0,0.0,0.0,24.0,56.681,0.0,1.0,0.0,24.0,105.294,5.5,1.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0,6.05,5.95,7.833,8.783,11.116,6.066,8.715,6.55,4.1,89.129,20/08/2025 14:27:26,42.308,52.381,48.571,0,42.68842863140393,49.84952724962746,51.45195070997886
HW9ZE26IW3BZ,0,0,0.58823529411765,4,2,FFFFFF,2,FFFFFF,1,FFFFFF,FFFFFF,FFFFFF,FFFFFF,5,17.0,4.0,-2.0,90.345,10.0,1.0,3.0,0.0,0.0,0.0,17.0,0.0,27,5,18,90.345,2.0,11.733,2.0,14.949,3,10.749,1.0,17.383,2.0,7.933,4,5.617,2.0,5.315,73.679,1.0,1.0,1.0,3.0,18.383,1,1,2,1,5,1,3,1,2,2,1,3,1,0.0,17.034,1.0,5.483,1.0,3.151,0.0,1.233,1.0,3.899,0.0,5.849,36.649,0.0,0.0,0.0,24.0,89.346,0.0,13.0,0.0,24.0,210.574,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.117,4.367,6.666,6.184,11.483,9.1,6.565,10.383,6.634,95.746,20/08/2025 14:26:02,50.0,85.714,51.429,1,51.78903091637998,84.2109879156527,51.03259177303829
SD2EKAZENYKZ,0,0,0.52941176470588,4,6,FFFFFF,10,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,3.0,0.0,16.0,12.417,3.0,0.0,11.0,6.416,3.0,0.0,14.0,6.35,9,0,41,25.183,4.0,5.553,4.0,18.917,2,3.917,2.0,10.205,3.0,3.927,1,3.784,4.0,4.204,50.507,1.0,2.0,1.0,2.0,15.949,1,2,2,5,3,5,5,4,4,5,3,3,1,3.0,6.064,3.0,3.765,3.0,1.817,4.0,2.667,3.0,2.65,3.0,3.033,19.996,0.0,1.0,0.0,24.0,63.247,0.0,1.0,0.0,24.0,79.38,5.5,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,6.482,5.033,7.417,8.249,6.366,10.967,6.016,6.483,3.817,84.48,20/08/2025 14:20:12,19.231,14.286,68.571,2,17.000925966878533,18.07548991978849,70.59255602609987
9JO4PNNH1QHX,0,0,0.58823529411765,4,3,FFFFFF,1,0E0E0E,2,FFFFFF,FFFFFF,FFFFFF,A70909,5,5.0,6.0,-40.0,32.016,6.0,6.0,-16.0,40.082,4.0,1.0,9.0,42.048,15,13,-47,114.146,4.0,5.546,1.0,5.388,2,12.34,3.0,7.381,4.0,7.762,4,11.444,3.0,5.261,55.122,1.0,2.0,2.0,2.0,18.433,1,3,2,4,3,4,3,4,4,2,3,1,3,3.0,7.298,4.0,6.392,2.0,8.596,4.0,4.114,3.0,8.095,3.0,4.799,39.294,0.0,0.0,0.0,24.0,73.38,0.0,1.0,0.0,24.0,151.228,5.5,5.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,6.082,4.299,8.165,5.601,7.4,4.784,5.583,8.083,5.149,79.663,20/08/2025 14:10:11,42.308,38.095,51.429,0,40.606518779023,38.159146570161596,54.6821987406015
A68XT3X9C9IW,0,0,0.58823529411765,4,7,FFFFFF,1,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,5,3.0,0.0,-66.0,9.45,3.0,0.0,-49.0,7.649,3.0,0.0,-40.0,7.116,9,0,-155,24.215,2.0,2.614,1.0,8.605,2,15.803,2.0,12.805,3.0,18.728,4,14.379,3.0,23.025,95.959,1.0,3.0,1.0,1.0,15.501,2,1,3,1,2,2,2,1,1,1,2,1,4,1.0,7.695,1.0,5.499,0.0,6.798,0.0,3.298,1.0,8.094,1.0,4.098,35.482,0.0,0.0,0.0,24.0,61.614,0.0,1.0,0.0,24.0,97.146,5.5,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.216,8.383,5.884,5.183,12.416,11.083,13.582,7.701,25.049,128.96,20/08/2025 14:08:52,76.923,80.952,51.429,1,75.285638149212,88.06399170276991,47.943159848530726
OS6N795INN3S,0,0,0.52941176470588,4,3,FFFFFF,9,7E520A,0,FFFFFF,FFFFFF,D19AE4,9200C7,5,18.0,33.0,-82.0,76.829,14.0,38.0,-44.0,67.964,3.0,4.0,4.0,0.0,35,75,-122,144.793,3.0,3.731,3.0,18.949,4,7.967,3.0,13.783,4.0,7.083,4,9.849,3.0,10.718,72.08,1.0,2.0,2.0,3.0,31.316,2,3,2,5,5,5,5,5,5,5,5,5,5,3.0,6.65,3.0,11.949,2.0,10.916,3.0,10.066,3.0,9.05,2.0,8.083,56.714,0.0,1.0,0.0,24.0,70.197,0.0,0.0,0.0,24.0,92.312,5.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.767,3.583,8.2,7.132,11.149,4.484,10.9,25.782,4.75,105.729,20/08/2025 13:55:01,3.846,0.0,62.857,0,7.232808619905403,5.596424657879325,68.88858122669764
BX6HS9LBL3C1,0,0,0.52941176470588,4,2,FFFFFF,5,FFFFFF,1,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,15.0,14.0,-63.0,73.013,6.0,1.0,-46.0,36.832,1.0,0.0,-37.0,8.366,22,15,-146,118.211,3.0,0.784,2.0,1.429,4,1.864,4.0,23.385,4.0,2.434,4,9.597,3.0,8.049,47.542,1.0,2.0,1.0,1.0,19.15,1,1,2,3,3,4,3,3,4,5,2,3,1,1.0,13.998,2.0,3.399,2.0,3.499,1.0,6.095,3.0,4.097,4.0,4.299,35.387,0.0,0.0,0.0,24.0,59.663,0.0,1.0,0.0,24.0,164.459,5.5,1.0,5.0,5.0,1.0,5.0,5.0,1.0,5.0,1.0,8.233,9.499,10.583,4.783,5.05,8.433,9.532,7.833,6.567,92.313,20/08/2025 13:17:17,73.077,66.667,42.857,0,67.10626303154089,66.62726512498102,45.41050554466519
